-0.014124578	1.00146
0.15202978	1.0005842
0.28486586	0.98324054
0.47581223	0.9572689
0.6001657	0.9066829
0.7329143	0.8726962
0.8240807	0.83060694
0.9485216	0.796664
1.0232036	0.7796269
1.1309854	0.73745
1.2471186	0.7035509
1.3467238	0.6863824
1.421231	0.6360591
1.5955619	0.610175
1.6951234	0.584685
1.8693669	0.5421579
1.9855001	0.50825876
2.0851052	0.49109024
2.1763153	0.45732248
2.2843156	0.45675325
2.3756132	0.43962857
2.4503388	0.43091297
2.541549	0.39714518
2.6411104	0.37165517
2.7822542	0.35426775
2.923398	0.33688033
3.0728495	0.31944913
3.2306523	0.31029567
3.338609	0.30140492
3.4715326	0.30070436
3.629379	0.29987246
3.7621279	0.26588574
3.9282823	0.26501003
4.0362387	0.2561193
4.1773825	0.23873188
4.260372	0.22165096
4.4182625	0.22914058
4.600989	0.21985576
4.75044	0.20242456
4.9249024	0.20150506
5.1740026	0.17522691
5.3650804	0.17421985
5.5976963	0.17299385
5.8053894	0.17189921
5.888423	0.16313984
6.0960283	0.14540213
6.270534	0.15280417
6.469919	0.15175332
6.6776123	0.15065868
6.9101844	0.14111117
7.142757	0.13156363
7.3338346	0.13055657
7.53322	0.12950572
7.7492204	0.1283673
7.998452	0.12705374
8.139727	0.13463092
8.255991	0.12569639
8.422102	0.11649915
8.604872	0.11553587
8.779377	0.12293791
9.003554	0.0967911
9.194675	0.10410558
9.427248	0.09455805
9.593403	0.09368234
9.792788	0.09263149
9.992129	0.083259106
