-0.042552423	1.0053611
0.11647593	0.99245894
0.23286134	0.97743595
0.34920147	0.96134347
0.43380836	0.94954264
0.49713904	0.9377509
0.560515	0.9270286
0.6026147	0.9163155
0.6658549	0.90238476
0.7291403	0.8895235
0.7710137	0.8734629
0.8129323	0.85847175
0.85485095	0.84348065
0.88595045	0.82421607
0.91732156	0.8113685
0.95914966	0.7942384
0.99038494	0.7781823
1.0427154	0.75783914
1.0950005	0.73642653
1.1367834	0.7182269
1.1892043	0.70002276
1.2205755	0.68717515
1.2624941	0.67218405
1.3044127	0.65719295
1.3464673	0.6454103
1.3883859	0.63041914
1.4303498	0.6164975
1.461721	0.6036499
1.5144588	0.5929322
1.556468	0.5800801
1.5984771	0.56722796
1.6404864	0.5543758
1.6932695	0.5447276
1.7247764	0.53508854
1.7668761	0.5243754
1.8090211	0.5147317
1.8618042	0.5050835
1.9144968	0.49329633
2.6222703	0.37534702
2.0092437	0.46972647
2.114946	0.45363855
2.1888695	0.44077277
2.273431	0.42790243
2.3579473	0.4139626
2.4424636	0.40002275
2.5057943	0.388231
2.696194	0.36248124
2.7703438	0.35496292
2.8443577	0.3442361
2.9397385	0.33563918
3.003205	0.32705593
3.066762	0.32061166
3.1621428	0.31201476
3.2362926	0.30449644
3.3316734	0.2958995
3.4058232	0.2883812
3.4800637	0.28300187
3.585992	0.2722614
3.702649	0.2636554
3.8193514	0.25611886
3.9360538	0.24858235
4.042163	0.24211988
4.1588655	0.23458335
4.275658	0.22918582
4.4030437	0.22271425
4.4666915	0.21840896
4.562208	0.21302052
4.657725	0.2076321
4.7426486	0.2033177
4.8383007	0.20113777
4.9444556	0.19574478
5.0399723	0.19035634
5.1249413	0.18711145
5.2630553	0.18277432
5.411808	0.17843263
5.5180078	0.17410913
5.656122	0.169772
5.7835984	0.1654394
5.9217577	0.16217175
6.0917864	0.15782095
6.198032	0.15456697
6.3468294	0.15129477
6.474396	0.14910117
6.591234	0.14477313
6.729484	0.14364447
6.899513	0.13929369
7.048356	0.13709098
7.2184296	0.13380967
7.452287	0.12943158
7.6223154	0.12508078
7.84558	0.12177672
8.068799	0.11740318
8.3453	0.11514586
8.568563	0.111841805
8.791828	0.10853775
9.004545	0.10737724
9.270362	0.10405498
9.493762	0.103959404
9.685067	0.09959951
9.855276	0.09952669
9.919106	0.09949938
9.950974	0.09841624
