-0.007743325	1.0044484
0.05528744	1.0095186
0.15150388	1.0146255
0.2410685	1.0230585
0.31404027	1.031473
0.40358287	1.044906
0.47323608	1.0533168
0.5428599	1.0683944
0.6158244	1.0784756
0.70205575	1.0902382
0.7484496	1.1052899
0.84459996	1.1253971
0.92417955	1.1404856
1.0004332	1.1572373
1.0865911	1.1856667
1.1860454	1.2091109
1.2755439	1.2325438
1.3518049	1.2476288
1.4578229	1.2877471
1.5174837	1.3044803
1.590404	1.3245616
1.666621	1.3496466
1.7428305	1.3763982
1.8223808	1.3981535
1.8886493	1.4215608
1.9582585	1.4399717
2.0212011	1.465042
2.094107	1.4884566
2.157079	1.5068601
2.2233474	1.5302674
2.2962606	1.5520153
2.3658476	1.5754263
2.4553242	1.6038594
2.528237	1.6256074
2.5911798	1.6506777
2.6607964	1.6674218
2.7171311	1.685818
2.776792	1.7025511
2.8298156	1.719277
2.8861432	1.7393398
2.949108	1.75941
3.0087614	1.7778099
3.0485256	1.7911875
3.1181273	1.8112651
3.187751	1.8263427
3.257353	1.8464203
3.3070507	1.864809
3.3667042	1.8832089
3.4429579	1.8999605
3.5059152	1.9216974
3.5755317	1.9384416
3.6550891	1.9585303
3.7313282	1.9786153
3.8075745	1.9970335
3.863924	2.0120964
3.9368591	2.0288444
3.9998605	2.040581
4.042921	2.0589626
4.135775	2.074066
4.188821	2.0857916
4.2750154	2.1058877
4.3446393	2.1209652
4.4043293	2.1310315
4.4673233	2.1444352
4.5435915	2.1578534
4.613223	2.1712642
4.6861873	2.1813455
4.762441	2.198097
4.8553095	2.209867
4.9548078	2.2233112
5.0410466	2.233407

